# file...... wh_1.csv
# date...... Fri Apr 23 12:14:11 2021
# user...... midrar
# host...... (null)
# target.... waterheater 24
# trigger... (none)
# interval.. 600
# limit..... 0
# timestamp,height,tank_setpoint,waterheater_model,power.real,constant_power,constant_current,water_demand,temperature,is_waterheater_on
2020-01-01 09:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.179,+0
2020-01-01 09:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+160.065,+0
2020-01-01 09:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.951,+0
2020-01-01 10:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.837,+0
2020-01-01 10:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.723,+0
2020-01-01 10:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.609,+0
2020-01-01 10:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.495,+0
2020-01-01 10:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.382,+0
2020-01-01 10:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.269,+0
2020-01-01 11:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.156,+0
2020-01-01 11:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+159.043,+0
2020-01-01 11:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.93,+0
2020-01-01 11:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.818,+0
2020-01-01 11:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.706,+0
2020-01-01 11:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.593,+0
2020-01-01 12:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.481,+0
2020-01-01 12:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.37,+0
2020-01-01 12:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.258,+0
2020-01-01 12:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.146,+0
2020-01-01 12:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+158.035,+0
2020-01-01 12:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.924,+0
2020-01-01 13:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.813,+0
2020-01-01 13:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.702,+0
2020-01-01 13:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.592,+0
2020-01-01 13:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.481,+0
2020-01-01 13:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+157.371,+0
2020-01-01 13:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.41,+157.26,+0
2020-01-01 14:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+149.503,+0
2020-01-01 14:10:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.12,+149.403,+0
2020-01-01 14:20:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+147.186,+0
2020-01-01 14:30:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.92,+147.089,+0
2020-01-01 14:40:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.3,+132.374,+0
2020-01-01 14:50:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+128.087,+0
2020-01-01 15:00:00 PST,+3.40978,+119,ONEZNODE,+0,+0+0j,+0+0j,+0.78,+128.015,+0
2020-01-01 15:10:00 PST,+3.40978,+119,TWONODE,+0.958952,+0+0j,+0+0j,+0,+118.131,+1
2020-01-01 15:20:00 PST,+3.65236,+119,TWONODE,+0.957995,+0+0j,+0+0j,+0,+118.131,+1
2020-01-01 15:30:00 PST,+3.782,+119,ONEZNODE,+0.964587,+0+0j,+0+0j,+0,+119.797,+1
2020-01-01 15:40:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+123.477,+0
2020-01-01 15:50:00 PST,+3.782,+119,TWONODE,+0,+0+0j,+0+0j,+0,+127.081,+0
2020-01-01 16:00:00 PST,+3.782,+119,ONEZNODE,+0,+0+0j,+0+0j,+0,+130.591,+0
